Fuel Type Code,Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Network,Latitude,Longitude,Status Code
ELEC,D'ARCY HYUNDAI EVSERVICE1,2000 Essington Rd,Joliet,IL,60435,888-758-4389,Public,24 hours daily,ChargePoint Network,41.522865,-88.144965,E
ELEC,Kohls Joliet IL,2510 Route 59,Plainfield,IL,60586,888-264-2208,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.567363,-88.198741,E
ELEC,Kohls Stratford Square IL,6 Stratford Drive,Bloomingdale,IL,60108,888-264-2208,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.950471,-88.115691,E
ELEC,1000 E Park Ave,1000 E Park Ave,Libertyville,IL,60048,866-816-7584,Public,24 hours daily,EV Connect,42.282439,-87.936544,E
ELEC,THOR816WFULTON STATION 1,800 W Fulton Market,Chicago,IL,60607,888-758-4389,Public,24 hours daily,ChargePoint Network,41.88694,-87.64766,E
ELEC,OUT FRONTAGE GW 1,3675 Frontage Rd,Peru,IL,61354,888-758-4389,Public,24 hours daily,ChargePoint Network,41.352641,-89.124373,E
ELEC,BILL WALSH KIA STATION 1,2900 Columbus Street,Ottawa,IL,61350,888-758-4389,Public,24 hours daily,ChargePoint Network,41.372154,-88.83358,E
ELEC,AMC Showplace New Lenox 14,1320 W Maple St,New Lenox,IL,60451,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.516626,-87.990655,E
ELEC,ZOE LIFE 400 2N DUAL,428-400 N Aberdeen St,Chicago,IL,60642,888-758-4389,Public,24 hours daily,ChargePoint Network,41.889536,-87.654691,E
ELEC,Northbrook Court Stir Crazy,2171 Northbrook Court,Northbrook,IL,60062,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.149847,-87.814925,E
ELEC,Amazon Fresh North Riverside Plaza DCFC,7201 West 24th Street,North Riverside,IL,60546,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.847796,-87.803856,E
ELEC,Bloomingdale Square Shopping Center,404 W. Army Trail Road,Bloomingdale,IL,60108,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 6:00pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.938427,-88.115111,E
ELEC,Westmont Village Shopping Center,30 W 63rd Street,Westmont,IL,60559,888-264-2208,TEMPORARILY UNAVAILABLE (Public),Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.774431,-87.977881,T
ELEC,Kohls Fox Valley IL,4340 Fox Valley Center Drive,Aurora,IL,60504,888-264-2208,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.761178,-88.207787,E
ELEC,Tinley Park Plaza,16039 South Harlem Avenue,Tinley Park,IL,60477,888-264-2208,TEMPORARILY UNAVAILABLE (Public),Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.598744,-87.792735,T
ELEC,Harlem Irving Plaza,4211 North Harlem Avenue,Norridge,IL,60706,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.955978,-87.80807,E
ELEC,Terrapin Park,350 West St.,Elizabeth,IL,61028,800-663-5633,Public,24 hours daily,Blink Network,42.3173246,-90.228264,E
ELEC,LIVING THE 450 THE 450-1,450 Woodmoor Dr,Lombard,IL,60148,888-758-4389,Public,24 hours daily,ChargePoint Network,41.849309,-88.02473,E
ELEC,LIVING THE 450 THE 450-2,450 Woodmoor Dr,Lombard,IL,60148,888-758-4389,Public,24 hours daily,ChargePoint Network,41.84936,-88.02478,E
ELEC,320 S CANAL EV3,320 S Canal St,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.877104,-87.64055,E
ELEC,320 S CANAL EV2,320 S Canal St,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.87712,-87.64055,E
ELEC,320 S CANAL EV1,320 S Canal St,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.877176,-87.64055,E
ELEC,Mach 1 - Tesla Supercharger,2603  The Hill Ave,Marion,IL,62959,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,37.74437,-88.96229,E
ELEC,La Salle City Hall,140 Marquette St,LaSalle,IL,61301,888-998-2546,Public,24 hours daily,Blink Network,41.328811,-89.095456,E
ELEC,ADVOCATE GOOD SAM GARAGE,Wellness Way,Downers Grove,IL,60515,888-758-4389,Public,24 hours daily,ChargePoint Network,41.818777,-88.006497,E
ELEC,MOTORWERKS1475 DC FAST 04,1475 Barrington Rd,Barrington,IL,60010,888-758-4389,Public,24 hours daily,ChargePoint Network,42.1289,-88.13506,E
ELEC,MOTORWERKS1475 DC FAST 01,1475 Barrington Rd,Barrington,IL,60010,888-758-4389,TEMPORARILY UNAVAILABLE (Public),24 hours daily,ChargePoint Network,42.129032,-88.13572,T
ELEC,MOTORWERKS1475 DC FAST 02,1475 Barrington Rd,Barrington,IL,60010,888-758-4389,Public,24 hours daily,ChargePoint Network,42.12951,-88.13571,E
ELEC,MOTORWERKS1475 EV1 MERCEDES,1475 S Barrington Rd,Barrington,IL,60010,888-758-4389,Public,24 hours daily,ChargePoint Network,42.129326,-88.134748,E
ELEC,MOTORWERKS1475 EV2 MERCEDES,1475 S Barrington Rd,Barrington,IL,60010,888-758-4389,Public,24 hours daily,ChargePoint Network,42.129171,-88.134755,E
ELEC,MOTORWERKS1475 EV3 MERCEDES,1475 Barrington Rd,Barrington,IL,60010,888-758-4389,Public,24 hours daily,ChargePoint Network,42.12895,-88.13475,E
ELEC,Gustafson Ford LLC,112 N Lexington Ave,Kewanee,IL,61443,309-852--2107,Private,,Non-Networked,41.24306809000934,-89.92865305026245,E
ELEC,KIA OF BRADLEY CUSTOMER,1010 Tighe Dr,Bourbonnais,IL,60914,888-758-4389,Public,24 hours daily,ChargePoint Network,41.164818,-87.847685,E
ELEC,320 S CANAL STATION 1,320 S Canal St,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.87721,-87.64056,E
ELEC,Northwestern Hospital Huntley,10400 Haligus Road,Huntley,IL,60142,800-663-5633,Public,24 hours daily,Blink Network,42.1780903,-88.3996337,E
ELEC,OAK PARK 1 AVENUE GARAGE 4,754 North Blvd,Oak Park,IL,60301,888-758-4389,Public,24 hours daily,ChargePoint Network,41.887398,-87.793774,E
ELEC,The Breakers at Edgewater Beach,5333 North Sheridan Road,Chicago,IL,60640,800-663-5633,Public,24 hours daily,Blink Network,41.9789646,-87.6545663,E
ELEC,OAK PARK 1 VH4,529 Lyman Ave,Oak Park,IL,60304,888-758-4389,Public,24 hours daily,ChargePoint Network,41.878746,-87.77893,E
ELEC,OAK PARK 1 VH5,529 Lyman Ave,Oak Park,IL,60304,888-758-4389,Public,24 hours daily,ChargePoint Network,41.878754,-87.778885,E
ELEC,VILLAGE COURT GLENCOE VILLAGE,675 Vernon Ave,Glencoe,IL,60022,888-758-4389,Public,24 hours daily,ChargePoint Network,42.133473,-87.759188,E
ELEC,FAMILY HYUNDAI STATION 1,8101 W 159th St,Tinley Park,IL,60477,888-758-4389,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 8:00am - 8:00pm,ChargePoint Network,41.601387,-87.817569,E
ELEC,FAMILY HYUNDAI STATION 2,8101 W 159th St,Tinley Park,IL,60477,888-758-4389,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 8:00am - 8:00pm,ChargePoint Network,41.601279,-87.817408,E
ELEC,DOCTORS RAMP DR RAMP SOUTH,800 E. Carpenter Street,Springfield,IL,62769,888-758-4389,Public,24 hours daily,ChargePoint Network,39.806592,-89.645502,E
ELEC,Engel Bros,901 W Washington St,Farina,IL,62838,888-998-2546,Public,24 hours daily,Blink Network,38.839102,-88.777652,E
ELEC,OLE #1 DCFAST HOG,2595 Ogden Ave,Lisle,IL,60532,888-758-4389,Public,24 hours daily,ChargePoint Network,41.796803,-88.101944,E
ELEC,AMC Market Square 10,2160 Sycamore Road,Dekalb,IL,60115,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.947444,-88.721125,E
ELEC,McCarthy Ford,11400 S. Pulaski Road,Chicago,IL,60655,888-998-2546,Public,24 hours daily,Blink Network,41.685101,-87.720354,E
ELEC,Amazon Fresh Naperville-Ogden,1351 E Ogden Ave,Naperville,IL,60563,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,41.796873,-88.12028,E
ELEC,425 S. FIN PLAC 440LASALLE2,425 S Financial Pl,Chicago,IL,60605,888-758-4389,TEMPORARILY UNAVAILABLE (Public),24 hours daily,ChargePoint Network,41.876317,-87.632933,T
ELEC,425 S. FIN PLAC 440LASALLE,425 S Financial Pl,Chicago,IL,60605,888-758-4389,Public,24 hours daily,ChargePoint Network,41.876306,-87.632975,E
ELEC,GFH CONSUMER 1,6801 44th Ave,Moline,IL,61265,888-758-4389,TEMPORARILY UNAVAILABLE (Public),24 hours daily,ChargePoint Network,41.470946,-90.448239,T
ELEC,IL TOLLWAY HINSDALE NB,5800 Tri-State Tollway,Hinsdale,IL,60521,888-758-4389,Public,24 hours daily,ChargePoint Network,41.783897,-87.9068,E
ELEC,IL TOLLWAY HINSDALE SB,5800 Tri-State Tollway,Hinsdale,IL,60521,888-758-4389,Public,24 hours daily,ChargePoint Network,41.783146,-87.909,E
ELEC,Royse and Brinkmeyer - 2511 W. Springfield,2511 W Springfield Ave,Champaign,IL,61820,888-998-2546,Public,24 hours daily,Blink Network,40.112825,-88.288773,E
ELEC,KISHHEALTH MOB 1,"MOB 5 Kish Hospital Dr, DeKalb, Illinois 6011",DeKalb,IL,60115,888-758-4389,Public,24 hours daily,ChargePoint Network,41.962579,-88.722703,E
ELEC,KISHHEALTH DOCTORS LOT 2,1 Kish Hospital Dr,DeKalb,IL,60115,888-758-4389,Public,24 hours daily,ChargePoint Network,41.960516,-88.722908,E
ELEC,KISHHEALTH ER LOT 1,1 Kish Hospital Dr,DeKalb,IL,60115,888-758-4389,Public,24 hours daily,ChargePoint Network,41.961049,-88.721748,E
ELEC,ICC LOT C,One College Drive,East Peoria,IL,61635,888-758-4389,Public,24 hours daily,ChargePoint Network,40.705674,-89.525057,E
ELEC,PUBLIC LIBRARY GLEN ELLYN PL,400 Duane St,Glen Ellyn,IL,60137,888-758-4389,Public,24 hours daily,ChargePoint Network,41.875886,-88.07138,E
ELEC,HRC WEST 1 HYATT HOTEL 2,310 N Stetson Ave,Chicago,IL,60601,888-758-4389,Public,24 hours daily,ChargePoint Network,41.887463,-87.62218,E
ELEC,HRC WEST 1 HYATT HOTEL 1,310 N Stetson Ave,Chicago,IL,60601,888-758-4389,Public,24 hours daily,ChargePoint Network,41.887424,-87.622006,E
ELEC,WAUCONDA CITY HALL 1,101 N Main St,Wauconda,IL,60084,888-758-4389,Public,24 hours daily,ChargePoint Network,42.260101,-88.141775,E
ELEC,Parq Fulton,1400 West Randolph Street,Chicago,IL,60607,800-663-5633,Public,24 hours daily,Blink Network,41.8845457,-87.6626597,E
ELEC,Roberts Motors,4350 North Alby Street,Alton,IL,62002,888-998-2546,Public,24 hours daily,Blink Network,38.924152,-90.178906,E
ELEC,Burr Ridge Village Center - Tesla Supercharger,515  Village Center Drive,Burr Ridge,IL,60527,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,41.7522431,-87.9139903,E
ELEC,WHEELING METRA WEST LOT2,101 Wheeling Rd,Wheeling,IL,60090,888-758-4389,Public,24 hours daily,ChargePoint Network,42.136495,-87.930271,E
ELEC,PLYMOUTH PLACE STATION 1,315 N La Grange Rd,La Grange Park,IL,60526,888-758-4389,Public,24 hours daily,ChargePoint Network,41.82038,-87.867914,E
ELEC,PLYMOUTH PLACE STATION 2,315 N La Grange Rd,La Grange Park,IL,60526,888-758-4389,Public,24 hours daily,ChargePoint Network,41.82038,-87.86792,E
ELEC,HH OAK LAWN SALES SW,9121 S Cicero Ave,Oak Lawn,IL,60453,888-758-4389,Public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,ChargePoint Network,41.72637,-87.739882,E
ELEC,HH OAK LAWN SALES NW,9121 S Cicero Ave,Oak Lawn,IL,60453,888-758-4389,Public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,ChargePoint Network,41.726302,-87.740083,E
ELEC,LINCOLN COMMON LINCOLN COMMON,2316 N Lincoln Ave,Chicago,IL,60614,888-758-4389,Public,24 hours daily,ChargePoint Network,41.924266,-87.647382,E
ELEC,Cubs Blue Lot,1094 W Waveland,Chicago,IL,60613,800-663-5633,Public,24 hours daily,Blink Network,41.949021,-87.6567262,E
ELEC,Meijer - Tesla Supercharger,2700 US-34,Oswego,IL,60543,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,41.6998502,-88.312668,E
ELEC,Casey's General Store - Tesla Supercharger,330 S 7th Street,Rochelle,IL,61068,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,41.9169092,-89.0691358,E
ELEC,"Sodick, Inc.",601 Commerce Drive,Schaumburg,IL,60173,800-663-5633,Public,24 hours daily,Blink Network,42.060211275821,-88.065982916463,E
ELEC,Kohls Morton Grove IL,6931 Dempster St.,Morton Grove,IL,60053,888-264-2208,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,42.039594,-87.797384,E
ELEC,Quality Inn & Suites,2811 Woodlawn Rd,Lincoln,IL,62656,888-998-2546,Public,24 hours daily,Blink Network,40.1572459,-89.4093095,E
ELEC,LOT E SOUTH,1 Stevenson Dr,Lincolnshire,IL,60069,888-758-4389,Public,Mon 4:30am - 7:00pm; Tue 4:30am - 7:00pm; Wed 4:30am - 7:00pm; Thu 4:30am - 7:00pm; Fri 4:30am - 7:00pm,ChargePoint Network,42.201244,-87.944419,E
ELEC,LOT E NORTH,1 Stevenson Dr,Lincolnshire,IL,60069,888-758-4389,Public,Mon 4:30am - 7:00pm; Tue 4:30am - 7:00pm; Wed 4:30am - 7:00pm; Thu 4:30am - 7:00pm; Fri 4:30am - 7:00pm,ChargePoint Network,42.201272,-87.944411,E
ELEC,Kohls Frankfort IL,11055 W Lincoln Hwy,Frankfort,IL,60423,888-264-2208,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.501147,-87.885013,E
ELEC,Parking lot 3 North Entrance Parking,667 N 11th St,Quincy,IL,62301,888-998-2546,Public,24 hours daily,Blink Network,39.9392,-91.3986,E
ELEC,HOFFMAN ESTATES VILLAGE HALL 1,1900 Hassell Rd,Hoffman Estates,IL,60169,888-758-4389,Public,24 hours daily,ChargePoint Network,42.064061,-88.12459,E
ELEC,HOFFMAN ESTATES VILLAGE HALL 2,1900 Hassell Rd,Hoffman Estates,IL,60169,888-758-4389,Public,24 hours daily,ChargePoint Network,42.064061,-88.124612,E
ELEC,SWEC_ SWEC_ANDG4,3417 District Dr,Edwardsville,IL,62025,888-758-4389,Public,24 hours daily,ChargePoint Network,38.782199,-89.924645,E
ELEC,SWEC_ SWEC_ANDG2,100 District Dr,Edwardsville,IL,62025,888-758-4389,Public,24 hours daily,ChargePoint Network,38.782975,-89.923673,E
ELEC,SWEC_ SWEC_ANDG3,100 District Dr,Edwardsville,IL,62025,888-758-4389,Public,24 hours daily,ChargePoint Network,38.782976,-89.923612,E
ELEC,Phillips Chevrolet Free Solar Charging Station,9700 W Lincoln Highway,Frankfort,IL,60423,815-469-2323,Public,7:30am-7pm M-F; 8am-6pm Sat; Closed Sunday,Non-Networked,41.50764810837509,-87.85102062328698,E
ELEC,Meijer - Tesla Supercharger,400  South Randall Road,Algonquin,IL,60102,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,42.17117032,-88.33661234,E
ELEC,Kohls Woodridge IL,1001 75th Street,Woodridge,IL,60517,888-264-2208,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,41.749571,-88.014166,E
ELEC,ACADEMY STORE 5781,8331 S Stewart Ave,Chicago,IL,60620,888-758-4389,Public,24 hours daily,ChargePoint Network,41.739758,-87.633519,E
ELEC,INTERPARK TOWER WEST,211 W Adams St,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.879012,-87.634417,E
ELEC,INTERPARK TOWER EAST,211 W Adams St,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.878972,-87.634503,E
ELEC,INTERPARK CH610 EAST,230 W Washington St,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.883519,-87.635067,E
ELEC,INTERPARK CH610 WEST,230 W Washington St,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.883503,-87.635067,E
ELEC,CLC LOT 7 PARKING LOT 8,"19351 West Washington St. Parking Lot 8, F Bl",Grayslake,IL,60030,888-758-4389,Public,24 hours daily,ChargePoint Network,42.357079,-88.014144,E
ELEC,Eastland Suites Conference Center,1801 Eastland Dr,Bloomington,IL,61704,309-662-0000,Public - Credit card at all times,24 hours daily; for guests only,Non-Networked,40.4838269,-88.94806491,E
ELEC,Eastland Suites Hotel,1801 Eastland Dr,Bloomington,IL,61704,309-662-0000,Public - Credit card at all times,24 hours daily; for guests only,Non-Networked,40.4830748731836,-88.9486164139924,E
ELEC,Walgreens 1701 N Buffalo Grove Rd Buffalo Grove,1701 N BUFFALO G,BUFFALO GROVE,IL,60089,888-264-2208,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,SHELL_RECHARGE,42.182457,-87.964858,E
ELEC,Parking Lot B,4201 Medical Center Drive,McHenry,IL,60050,800-663-5633,Public,24 hours daily,Blink Network,42.3162973,-88.2781265,E
ELEC,Auffenberg Of Carbondale,1015 EAST WALNUT,CARBONDALE,IL,62901,866-816-7584,Public,24 hours daily,EV Connect,37.725804,-89.200723,E
ELEC,CBBEL,9575 W Higgins Rd,Rosemont,IL,60018,619-631-8536,Public,24 hours daily,EVMATCH,41.9926169,-87.8650646,E
ELEC,Plant Chicago,4459 S Marshfield Ave,Chicago,IL,60609,619-631-8536,Public,24 hours daily,EVMATCH,41.8123625,-87.6659539,E
ELEC,Casey's - Tesla Supercharger,2100  East University Avenue,Urbana,IL,61802,877-798-3752,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,Tesla,40.1156041,-88.18288953,E
ELEC,Garage locations,1652 brookdale Rd,Naperville,IL,60563,800-663-5633,Public,24 hours daily,Blink Network,41.7837536,-88.1928841,E
ELEC,Leasing office,1652 Brookdale RD,Naperville,IL,60563,800-663-5633,Public,24 hours daily,Blink Network,41.7837536,-88.1928841,E
ELEC,Hampton Inn & Suites Aurora,2423 Bushwood Dr,Aurora,IL,60506,888-998-2546,Public,24 hours daily,Blink Network,41.791222,-88.376671,E
ELEC,ISAAC EX SUITES AGORA TOWER 1,408 Oak St,DeKalb,IL,60115,888-758-4389,Public,24 hours daily,ChargePoint Network,41.930802,-88.748746,E
ELEC,ISAAC EX SUITES AGORA TOWER 2,408 Oak St,DeKalb,IL,60115,888-758-4389,Public,24 hours daily,ChargePoint Network,41.93081,-88.748842,E
ELEC,Mike Haggerty Buick GMC,9100 S Kenton Ave,Oak Lawn,IL,60453,888-998-2546,Public,24 hours daily,Blink Network,41.726936,-87.736723,E
ELEC,Bob Grimm Chevrolet,2271 S Main St,Morton,IL,61554,309-263-2241,Public - Call ahead,"7:30am-7pm M, 7:30am-5pm T-F",Non-Networked,40.587215,-89.474922,E
ELEC,ICC 5407 N UNIVERSI,5407 N University St,Peoria,IL,61614,888-758-4389,Public,24 hours daily,ChargePoint Network,40.752811,-89.615411,E
ELEC,Chase Bank - 2122 W 22nd St,2122 W 22nd St,Oak Brook,IL,60523,877-455-3833,Public,24 hours daily,eVgo Network,41.846989,-87.97129,E
ELEC,Walgreens,375 E Dundee Rd,Palatine,IL,60074,877-455-3833,TEMPORARILY UNAVAILABLE (Public),24 hours daily,eVgo Network,42.13892,-88.03465,T
ELEC,Woodfield Mall,5 Woodfield Mall,Schaumburg,IL,60173,877-455-3833,TEMPORARILY UNAVAILABLE (Public),24 hours daily,eVgo Network,42.046533,-88.03877,T
ELEC,Walgreens - West Fullerton,1520 W Fullerton Ave,Chicago,IL,60614,877-455-3833,Public,24 hours daily,eVgo Network,41.92571,-87.66618,E
ELEC,UIC Maxwell Street Parking Structure,701 W Maxwell St,Chicago,IL,60607,877-455-3833,Public,24 hours daily,eVgo Network,41.864717,-87.645444,E
ELEC,Walgreens,5625 N Ridge Ave,Chicago,IL,60660,877-455-3833,Public,24 hours daily,eVgo Network,41.984701,-87.660936,E
ELEC,Walgreens,10345 W Roosevelt Rd,Westchester,IL,60154,877-455-3833,Public,24 hours daily,eVgo Network,41.862932,-87.881634,E
ELEC,Jewel-Osco,3400 N Western Ave,Chicago,IL,60618,877-455-3833,Public,24 hours daily,eVgo Network,41.943222,-87.689259,E
ELEC,Walgreens,5158 N Lincoln Ave,Chicago,IL,60625,877-455-3833,Public,24 hours daily,eVgo Network,41.97494,-87.69292,E
ELEC,Berwyn Public Parking Garage,3239 Grove Ave Ste 100,Berwyn,IL,60402,877-455-3833,Public,24 hours daily,eVgo Network,41.8315278,-87.7943384,E
ELEC,Whole Foods Market,1550 N Kingsbury St,Chicago,IL,60642,877-455-3833,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,eVgo Network,41.908771,-87.653054,E
ELEC,Whole Foods Market,750 N Martingale Rd,Schaumburg,IL,60173,877-455-3833,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,eVgo Network,42.04216,-88.03671,E
ELEC,Whole Foods Market,840 Willow Rd,Northbrook,IL,60062,877-455-3833,Public,24 hours daily,eVgo Network,42.10703,-87.80078,E
ELEC,Whole Foods Market,3640 N Halsted St,Chicago,IL,60613,877-455-3833,Public,24 hours daily,eVgo Network,41.948448,-87.649988,E
ELEC,Walgreens,12 N Northwest Hwy,Palatine,IL,60067,877-455-3833,Public,24 hours daily,eVgo Network,42.110582,-88.034787,E
ELEC,Orland Square Mall,288 Orland Square Dr,Orland Park,IL,60462,877-455-3833,TEMPORARILY UNAVAILABLE (Public),24 hours daily,eVgo Network,41.620976,-87.848336,T
ELEC,Gurnee Mills,6170 Grand Ave,Gurnee,IL,60031,877-455-3833,Public,24 hours daily,eVgo Network,42.389763,-87.95552,E
ELEC,Metropolitan Square,518 Metropolitan Way,Des Plaines,IL,60016,877-455-3833,Public,24 hours daily,eVgo Network,42.043248,-87.884897,E
ELEC,Whole Foods Sauganash (CIC),6020 N Cicero Ave,Chicago,IL,60646,877-455-3833,Public,24 hours daily,eVgo Network,41.99146,-87.749262,E
ELEC,Crossroads Centre,10850 Lincoln Trl,Fairview Heights,IL,62208,877-455-3833,Public,24 hours daily,eVgo Network,38.5919613,-89.988948,E
ELEC,Colony Square,2300 S Elmhurst Rd # 2364,Mt Prospect,IL,60056,877-455-3833,Public,24 hours daily,eVgo Network,42.023508,-87.940939,E
ELEC,LF CITY HALL FOREST LOT #1,203 Northgate St,Lake Forest,IL,60045,888-758-4389,Public,24 hours daily,ChargePoint Network,42.252276,-87.841794,E
ELEC,OREGON1 OREGON1,510 W. Washington street,Oregon,IL,61061,888-758-4389,Public,24 hours daily,ChargePoint Network,42.014806,-89.334867,E
ELEC,225 W WACKER 225 W WACKER,225 W Wacker Dr,Chicago,IL,60606,888-758-4389,Public,24 hours daily,ChargePoint Network,41.886307,-87.635075,E
ELEC,Town and Country Center DCFC,325 E Palatine Rd,Arlington Heights,IL,60004,888-264-2208,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,SHELL_RECHARGE,42.108245,-87.97945,E
