Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Goodwill,4500 Centerville Rd,,Vadnais Heights,MN,55127,,651-426-0824,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,45.0777846793849,-93.0553904424209,2024-07-11,197503,2024-07-11 19:05:43 UTC,P,,,2021-10-04,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Goodwill,5980 Krueger Ln,,Oak Park Heights,MN,55082,,651-439-0097,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,45.0348945428007,-92.8391832892217,2024-07-11,197504,2024-07-11 19:05:43 UTC,P,,,2021-10-04,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Goodwill,1239 University Ave W,,St. Paul,MN,55104,,651-646-0377,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,44.9559330557038,-93.1527729059029,2024-07-11,197505,2024-07-11 19:05:43 UTC,P,,,2021-10-04,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,FRIDLEY CC STATION 1,7071 University Ave NE,,Fridley,MN,55432,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.096098,-93.261605,2024-12-10,197630,2024-12-10 01:31:04 UTC,,,,2021-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Medical District Parking Ramp,302 E 1st St,,Duluth,MN,55805,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,46.7908929404299,-92.0948785848503,2023-05-03,197729,2024-01-31 22:07:01 UTC,P,,,2021-10-08,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,HY VEE OAKDALE EAST,7180 10th St N,,Oakdale,MN,55128,,888-758-4389,T,2024-01-19,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.964297,-92.960145,2024-12-10,200493,2024-12-10 00:39:07 UTC,,,,2021-11-04,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Banning State Park - Picnic Area,61101 Banning Park Rd,,Sandstone,MN,55072,,320-216-3910,E,,Public,8am-10pm daily,,,,,,2,,,Non-Networked,,GPS,46.1648613418289,-92.8343622109556,2023-05-03,200622,2024-01-31 22:07:01 UTC,P,,,2021-10-29,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free; must purchase a vehicle permit for entry,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,ELAN WEST END STATION 3,1325 Utica Ave S,Not a public charger,St. Louis Park,MN,55416,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.96955,-93.34477,2024-12-10,200637,2024-12-10 01:19:24 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SEARS IMPORTS CUST PARKING SE,13500 Wayzata Blvd,,Minnetonka,MN,55305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.971966,-93.449924,2024-12-10,200639,2024-12-10 01:25:27 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TARGET T2229 STATION 1,1300 University Ave W,,Saint Paul,MN,55104,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.954351,-93.154917,2024-12-10,201075,2024-12-10 01:32:01 UTC,,,,2021-11-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,WEST LOT WEST PARKINGLOT,550 Ash Ave NE,,Wadena,MN,56482,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.440134,-95.128793,2024-12-10,201179,2024-12-10 01:32:09 UTC,,,,2021-11-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hy-Vee - Tesla Supercharger,1002  Old Minnesota Avenue,,Saint Peter,MN,56082,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,44.336411,-93.950011,2024-07-01,201308,2024-08-14 18:58:22 UTC,P,,,2021-11-14,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Target - Tesla Supercharger,1300 University Avenue W,,St. Paul,MN,55104,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,44.954444,-93.154917,2024-07-01,201309,2024-08-14 18:58:22 UTC,P,,,2021-11-14,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,TARGET T2229 STATION 2,1300 University Ave W,,Saint Paul,MN,55104,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.95435,-93.15492,2024-12-10,201525,2024-12-10 01:32:02 UTC,,,,2021-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Superior Ford-Plymouth,9700 56th Ave N,,Plymouth,MN,55442,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,45.056329,-93.402831,2024-12-10,201868,2024-12-10 00:27:17 UTC,,,,2021-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF EDINA GRANDVIEW LIQ,5013 Vernon Ave S,CITY FLEET VEHICLES HAVE PRIORTY AT THIS LOCATION AND MAY BLOCK ACCESS - Located at the NE corner of Edina Liquor,Edina,MN,55436,,888-758-4389,E,,Public,Mon 12:00am - 11:45pm; Tue 12:00am - 11:45pm; Wed 12:00am - 11:45pm; Thu 12:00am - 11:45pm; Fri 12:00am - 11:45pm; Sat 12:00am - 11:45pm; Sun 12:00am - 11:45pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.911606,-93.35379,2024-12-10,201910,2024-12-10 01:33:20 UTC,,,,2021-12-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ESTELLE STATION 1,6950 France Ave S,,Edina,MN,55435,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.876938,-93.32971,2024-12-10,202076,2024-12-10 01:16:30 UTC,,,,2021-12-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,WCROC,46352 State HWY 329,,Morris,MN,56267,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,45.594977,-95.878942,2024-12-09,202813,2024-12-09 02:43:11 UTC,,,,2021-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Grand Casino Hinckley,777 Lady Luck Dr,East parking lot near Country Rd 15,Hinckley,MN,55037,,,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,46.009372,-92.895285,2022-01-10,203097,2024-12-06 16:20:04 UTC,P,,,2017-12-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,MINNEAPOLIS HAAF RAMP L2-3,444 S 4th St,,Minneapolis,MN,55415,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.977234,-93.26295,2024-12-10,204293,2024-12-10 01:07:38 UTC,,,,2022-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UNIV ST THOMAS TOMMIE 5,2115 Summit Ave,Near Parking Garage Elevator,Saint Paul,MN,55105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.942629,-93.188209,2024-12-10,204597,2024-12-10 01:29:57 UTC,,,,2022-01-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Whitewater Travel Plaza,2850 Whitewater Avenue,,Saint Charles,MN,55972,,1-888-493-3638,E,,Public,,,,,,,,2,,ZEFNET,https://www.zefenergy.com,GPS,43.94913,-92.066,2024-12-09,205162,2024-12-09 04:03:41 UTC,,,,2021-01-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,City of Litchfield Central Park,20 East 4th Street,,Litchfield,MN,55355,,1-888-493-3638,E,,Public,,,,,,,2,4,,ZEFNET,https://www.zefenergy.com,GPS,45.12985,-94.52786,2024-12-09,205163,2024-12-09 04:03:22 UTC,,,,2021-01-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,City of Litchfield City Hall,126 North Marshall Avenue,,Litchfield,MN,55355,,1-888-493-3638,E,,Public,,,,,,,2,,,ZEFNET,https://www.zefenergy.com,GPS,45.12685,-94.52625,2024-12-09,205164,2024-12-09 04:03:37 UTC,,,,2021-01-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MCPA EAST UNIT 2,520 Lafayette Rd,,Saint Paul,MN,55155,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.956975,-93.084459,2024-12-10,205251,2024-12-10 00:40:19 UTC,,,,2022-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Crescent Ridge Corporate Center,"11100 Wayzata Blvd., Suite 240",,Minnetonka,MN,55305,,800-663-5633,E,,Public,24 hours daily,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,44.9739363,-93.4178621,2024-12-10,205353,2024-12-10 00:24:41 UTC,,,,2021-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Albertville Outlet Mall,6500 Labeaux Avenue Northeast,,Albertville,MN,55301,,1-888-493-3638,E,,Public,,,,,,,2,2,,ZEFNET,https://www.zefenergy.com,GPS,45.24448,-93.66115,2024-12-09,206263,2024-12-09 04:03:32 UTC,,,,2022-02-10,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Arlington Hills Community Center,1200 Payne Ave,,St. Paul,MN,55130,,651-632-3862,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,44.9764729428353,-93.0726399943921,2024-07-11,206604,2024-07-11 19:05:43 UTC,P,,,2022-02-11,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Margaret St Parking,770 Margaret St,,St. Paul,MN,55101,,612-688-4596,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,44.9612053688256,-93.0682995236754,2024-07-11,206605,2024-07-11 19:05:43 UTC,P,,,2022-02-11,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Yorke & Payne Parking,663 York Ave,,St. Paul,MN,55130,,612-688-4596,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,44.9685060294845,-93.0738823103744,2024-07-11,206606,2024-07-11 19:05:43 UTC,P,,,2022-02-11,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Rockwood Lodge & Outfitters,50 Rockwood Rd,,Grand Marais,MN,55604,,218-388-2242,E,,Public - Credit card at all times,24 hours daily; customer use only,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.0541285859021,-90.5202616716008,2024-07-11,206607,2024-07-11 19:05:43 UTC,P,,,2022-02-11,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,APPLEWOOD POINT STATION 1,16389 Glory Ln,,Eden Prairie,MN,55344,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.85689,-93.48315,2024-12-10,206743,2024-12-10 01:29:10 UTC,,,,2022-02-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Crest Ridge Corporate Center,11055 Wayzata Blvd,,Minnetonka,MN,55305,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.9685571,-93.4186202,2024-12-10,206758,2024-12-10 00:28:02 UTC,,,,2021-10-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,KLINE VOLVO CAR KVOLVO SERVICE,3040 US-61,Service Garage drop off,Maplewood,MN,55109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.03363,-93.04412,2024-12-10,207152,2024-12-10 01:26:19 UTC,,,,2022-02-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BELW GIANT LEVEL 2,500 Fairgrounds Rd,Next to Jolly Green Giant,Blue Earth,MN,56013,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.651253,-94.095751,2024-12-10,207339,2024-12-10 00:56:44 UTC,,,,2022-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,EVC-RAA
ELEC,Fairfield Inn & Suites by Marriott Northfield,114 2nd St W,Located in back of parking garage,Northfield,MN,55057,,507-366-5000,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,,,Non-Networked,,GPS,44.459113589088,-93.1606258435329,2024-07-11,207560,2024-07-11 19:05:43 UTC,P,,,2022-02-28,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,Free for guests,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Parkway Place Luxury Apartments,4040 West 31st St.,,saint louis park,MN,55416,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.9468847,-93.3313146,2024-12-10,207571,2024-12-10 00:28:04 UTC,,,,2022-02-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.18/kWh Energy Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,UNION DEPOT PARKING LOT A2,214 4th Street East,Enter 214 4th St E parking ramp Lot A Public from Sibley Street.  Charging stations on far wall.,Saint Paul,MN,55101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.947816,-93.085821,2024-12-10,211963,2024-12-10 01:36:10 UTC,,,,2022-03-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UNION DEPOT PARKING LOT A1,214 4th St E,Enter 214 4th St E parking ramp Lot A Public from Sibley Street.  Charging stations on far wall.,Saint Paul,MN,55101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.94784,-93.085812,2024-12-10,211964,2024-12-10 01:36:13 UTC,,,,2022-03-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UNION DEPOT PARKING LOT B2,240 E Kellogg Blvd,Enter on Broadway St.  Charging stations located on the left.,Saint Paul,MN,55101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.94736,-93.085124,2024-12-10,211965,2024-12-10 01:36:17 UTC,,,,2022-03-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UNION DEPOT PARKING LOT B1,240 E Kellogg Blvd,Enter on Broadway St.  Charging stations located on the left.,Saint Paul,MN,55101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.947353,-93.085069,2024-12-10,211966,2024-12-10 01:36:18 UTC,,,,2022-03-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Nordic Parking Ramp,728 N 3rd Street,,Minneapolis,MN,55401,,800-663-5633,E,,Public,24 hours daily,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,44.9877867,-93.2784544,2024-12-10,213580,2024-12-10 00:28:13 UTC,,,,2022-02-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.65-$50.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,VOLKSWAGEN IGH E250 FAST CHGR,1325 50th St E,Right inside driveway,Inver Grove Heights,MN,55077,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.880105,-93.079328,2024-12-10,217233,2024-12-10 01:39:25 UTC,,,,2022-05-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HYUNDAI MANKATO DC FAST 1,1281 Raintree Rd,,Mankato,MN,56001,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.177566,-93.966338,2024-12-10,218486,2024-12-10 01:35:45 UTC,,,,2022-05-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HYUNDAI MANKATO STATION1 CT4K,1281 Raintree Rd,,Mankato,MN,56001,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.177627,-93.96653,2024-12-10,218488,2024-12-10 01:36:25 UTC,,,,2022-05-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BLAZE WOODLANE DR 1,1570 Woodlane Dr,,Woodbury,MN,55125,,888-758-4389,T,2024-09-30,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.926201,-92.966585,2024-12-10,218518,2024-12-10 01:39:36 UTC,,,,2022-05-19,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Norman Pointe 1,5601 Green Valley Drive,,Bloomington,MN,55437,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.8580225,-93.354222,2024-12-10,220468,2024-12-10 00:08:12 UTC,,,,2016-11-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,8000 Tower,8331 Norman Center Drive,,Bloomington,MN,55437,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.852673,-93.351345,2024-12-10,220469,2024-12-10 00:09:46 UTC,,,,2022-06-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Kimber Creek Ford,2654 State 371 SW,,Pine River,MN,56474,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,46.70963,-94.389311,2024-12-10,220983,2024-12-10 00:15:51 UTC,,,,2022-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF EDINA CITY HALL 3,4801 W 50th St,,Edina,MN,55424,,888-758-4389,E,,Public,Mon 12:00am - 11:45pm; Tue 12:00am - 11:45pm; Wed 12:00am - 11:45pm; Thu 12:00am - 11:45pm; Fri 12:00am - 11:45pm; Sat 12:00am - 11:45pm; Sun 12:00am - 11:45pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.911316,-93.347815,2024-12-10,221006,2024-12-10 01:40:18 UTC,,,,2022-06-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF EDINA CITY HALL 2,4801 W 50th St,,Edina,MN,55424,,888-758-4389,E,,Public,Mon 12:00am - 11:45pm; Tue 12:00am - 11:45pm; Wed 12:00am - 11:45pm; Thu 12:00am - 11:45pm; Fri 12:00am - 11:45pm; Sat 12:00am - 11:45pm; Sun 12:00am - 11:45pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.911284,-93.347816,2024-12-10,221304,2024-12-10 01:40:33 UTC,,,,2022-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Casey's Albert Lea (Albert Lea, MN)",2222 E Main Street,,Albert Lea,MN,56007,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,43.65452,-93.3365,2024-12-09,221933,2024-12-09 03:00:28 UTC,,,,2022-06-24,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Lake Place Apartments,11445 Anderson Lakes Parkway,,Eden Prairie,MN,55344,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,44.8428565,-93.4222177,2024-12-10,221950,2024-12-10 00:06:51 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,CSG EV COMM CNTR L2(7),14800 34th Ave N,Parking Lot,Plymouth,MN,55447,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.022079,-93.46738,2024-12-10,222212,2024-12-10 01:39:48 UTC,,,,2022-06-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CSG EV COMM CNTR L2(6),14800 34th Ave N,Parking Lot,Plymouth,MN,55447,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.022016,-93.467386,2024-12-10,222213,2024-12-10 01:39:49 UTC,,,,2022-06-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CSG EV COMM CNTR L2(9),14800 34th Ave N,Parking Lot,Plymouth,MN,55447,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.022151,-93.467394,2024-12-10,222214,2024-12-10 01:39:49 UTC,,,,2022-06-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CSG EV COMM CNTR L2(1),14800 34th Ave N,Parking Lot,Plymouth,MN,55447,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.02126,-93.468322,2024-12-10,222216,2024-12-10 01:39:51 UTC,,,,2022-06-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CSG EV COMM CNTR L2(2),14800 34th Ave N,Parking Lot,Plymouth,MN,55447,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.021203,-93.46815,2024-12-10,222217,2024-12-10 01:39:51 UTC,,,,2022-06-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CSG EV COMM CNTR L2(3),14800 34th Ave N,Parking Lot,Plymouth,MN,55447,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.021161,-93.468118,2024-12-10,222218,2024-12-10 01:39:51 UTC,,,,2022-06-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
